,port_code,port_name
0,101,"Portland, Maine"
1,102,"Bangor, Maine"
2,103,"Eastport, Maine"
3,104,"Jackman, Maine"
4,104,"Jackman, Maine"
5,105,"Vanceboro, Maine"
6,105,"Vanceboro, Maine"
7,106,"Houlton, Maine"
8,106,"Houlton, Maine"
9,107,"Fort Fairfield, Maine"
10,107,"Fort Fairfield, Maine"
11,108,"Van Buren, Maine"
12,108,"Van Buren, Maine"
13,109,"Madawaska, Maine"
14,109,"Madawaska, Maine"
15,110,"Fort Kent, Maine"
16,110,"Fort Kent, Maine"
17,111,"Bath, Maine"
18,111,"Bath, Maine"
19,112,"Bar Harbor, Maine"
20,112,"Bar Harbor, Maine"
21,114,"Manchester, New Hampshire"
22,114,"Manchester, New Hampshire"
23,115,"Calais, Maine"
24,115,"Calais, Maine"
25,118,"Limestone, Maine"
26,118,"Limestone, Maine"
27,121,"Rockland, Maine"
28,121,"Rockland, Maine"
29,122,"Jonesport, Maine"
30,122,"Jonesport, Maine"
31,127,"Bridgewater, Maine"
32,127,"Bridgewater, Maine"
33,131,"Portsmouth, New Hampshire"
34,131,"Portsmouth, New Hampshire"
35,132,"Belfast, Maine"
36,150,"Border Patrol Sector, Hodgdon, Maine"
37,150,"Border Patrol Sector, Hodgdon, Maine"
38,151,"Houlton Border Patrol, Houlton, Maine"
39,151,"Houlton Border Patrol, Houlton, Maine"
40,152,"Searsport, Maine"
41,152,"Searsport, Maine"
42,153,"Jackman Border Patrol, Jackman, Maine"
43,153,"Jackman Border Patrol, Jackman, Maine"
44,154,"Rangeley Border Patrol, Rangeley, Maine"
45,154,"Rangeley Border Patrol, Rangeley, Maine"
46,155,"Van Buren Border Patrol, Van Buren, Maine"
47,155,"Van Buren Border Patrol, Van Buren, Maine"
48,156,"Fort Fairfield Border Patrol, Fort Fairfield, Maine"
49,156,"Fort Fairfield Border Patrol, Fort Fairfield, Maine"
50,157,"Calais Border Patrol, Calais, Maine"
51,157,"Calais Border Patrol, Calais, Maine"
52,181,"Lebanon Airport, New Hampshire"
53,182,"Manchester User Fee Airport, New Hampshire"
54,182,"Manchester User Fee Airport, New Hampshire"
55,201,"St. Albans, Vermont"
56,201,"St. Albans, Vermont"
57,203,"Richford, Vermont"
58,203,"Richford, Vermont"
59,206,"Beecher Falls, Vermont"
60,206,"Beecher Falls, Vermont"
61,207,"Burlington, Vermont"
62,209,"Derby Line, Vermont"
63,210,"Newport, Vermont"
64,211,"Norton, Vermont"
65,212,"Highgate Springs/Alburg, Vermont"
66,214,"Swanton, Vermont"
67,221,"Northeast Region, Boston, Massachusetts"
68,221,"Northeast Region, Boston, Massachusetts"
69,250,"Border Patrol Sector, Swanton, Vermont"
70,250,"Border Patrol Sector, Swanton, Vermont"
71,251,"Swanton Border Patrol, Swanton, Vermont"
72,251,"Swanton Border Patrol, Swanton, Vermont"
73,252,"Richford Border Patrol, Richford, Vermont"
74,252,"Richford Border Patrol, Richford, Vermont"
75,253,"Newport Vermont Border Patrol, Newport, Vermont"
76,253,"Newport Vermont Border Patrol, Newport, Vermont"
77,254,"Beecher Falls Border Patrol, Beecher Falls, Vermont"
78,254,"Beecher Falls Border Patrol, Beecher Falls, Vermont"
79,255,"Champlain Border Patrol, Champlain, New York"
80,255,"Champlain Border Patrol, Champlain, New York"
81,256,"Ogdensburg Border Patrol, Ogdensburg, New York"
82,256,"Ogdensburg Border Patrol, Ogdensburg, New York"
83,257,"Massena Border Patrol, Massena, New York"
84,257,"Massena Border Patrol, Massena, New York"
85,258,"Burke New York Border Patrol, Burke, New York"
86,258,"Burke New York Border Patrol, Burke, New York"
87,281,"Lebanon Airport, Lebanon, New Hampshire"
88,401,"Boston, Massachusetts"
89,401,"Boston, Massachusetts"
90,402,"Springfield, Massachusetts"
91,402,"Springfield, Massachusetts"
92,403,"Worcester, Massachusetts"
93,403,"Worcester, Massachusetts"
94,404,"Gloucester, Massachusetts"
95,404,"Gloucester, Massachusetts"
96,405,"New Bedford, Massachusetts"
97,405,"New Bedford, Massachusetts"
98,406,"Plymouth, Massachusetts"
99,406,"Plymouth, Massachusetts"
100,407,"Fall River, Massachusetts"
101,407,"Fall River, Massachusetts"
102,408,"Salem, Massachusetts"
103,408,"Beverly, Massachusetts"
104,409,"Provincetown, Massachusetts"
105,410,"Bridgeport, Connecticut"
106,410,"Bridgeport, Connecticut"
107,411,"Hartford, Connecticut"
108,411,"Hartford, Connecticut"
109,412,"New Haven, Connecticut"
110,412,"New Haven, Connecticut"
111,413,"New London, Connecticut"
112,413,"New London, Connecticut"
113,416,"Lawrence, Massachusetts"
114,416,"Lawrence, Massachusetts"
115,417,"Logan Airport, East Boston, Massachusetts"
116,417,"Logan Airport, East Boston, Massachusetts"
117,481,"Hanscom User Fee Airport, Bedford, Massachusetts"
118,481,"Hanscom User Fee Airport, Bedford, Massachusetts"
119,499,"Boston-Cartage Control, Boston, Massachusetts"
120,501,"Newport, Rhode Island"
121,501,"Newport, Rhode Island"
122,502,"Providence, Rhode Island"
123,502,"Providence, Rhode Island"
124,503,"Mellville, Rhode Island"
125,503,"Mellville, Rhode Island"
126,701,"Ogdensburg, New York"
127,701,"Ogdensburg, New York"
128,704,"Massena, New York"
129,704,"Massena, New York"
130,706,"Cape Vincent, New York"
131,706,"Cape Vincent, New York"
132,708,"Alexandria Bay, New York"
133,708,"Alexandria Bay, New York"
134,709,"Burke, New York"
135,709,"Burke, New York"
136,712,"ChamplainRouses Point, New York"
137,712,"Champlain-Rouses Point, New York"
138,714,"Clayton, New York"
139,714,"Clayton, New York"
140,715,"Trout River, New York"
141,715,"Trout River, New York"
142,781,"Plattsburgh International Airport, Plattsburgh, New York"
143,799,"Champlain-Cartage Cont, Champlain, New York"
144,799,"Champlain-Cartage Cont, Champlain, New York"
145,901,"Buffalo-Niagara Falls, New York"
146,901,"Buffalo-Niagara Falls, New York"
147,903,"Rochester, New York"
148,903,"Rochester, New York"
149,904,"Oswego, New York"
150,904,"Oswego, New York"
151,905,"Sodus Point, New York"
152,905,"Sodus Point, New York"
153,906,"Syracuse, New York"
154,906,"Syracuse, New York"
155,921,"Northeast Region, Boston Massachusetts"
156,950,"Border Patrol Sector, Tonawanda, New York"
157,951,"Buffalo Border Patrol, Tonawanda, New York"
158,952,"Niagara Falls Border Patrol Station, Niagara Falls, New York"
159,953,"Watertown Border Patrol, Wellesley Island, New York"
160,954,"Fulton New York Border Patrol, Fulton, New York"
161,954,"Fulton New York Border Patrol, Fulton, New York"
162,971,"TNT Skypak, New York"
163,972,"Swift Sure Courier Services, Buffalo, New York"
164,978,"Syracuse International Airport, New York"
165,979,"Buffalo Niagara International Airport, New York"
166,981,"Binghamton Regional Airport, New York"
167,981,"Binghamton Regional Airport, New York"
168,982,"Griffiss International User Fee Airport, Rome, New York"
169,1001,"New York, New York"
170,1001,"New York, New York"
171,1002,"Albany, New York"
172,1002,"Albany, New York"
173,1003,"Newark, New Jersey"
174,1004,"Perth Amboy, New Jersey"
175,1005,"Long Island, New York"
176,1005,"Long Island, New York"
177,1006,"Fishkill, New York"
178,1006,"Fishkill, New York"
179,1007,"Napanoch, New York"
180,1007,"Napanoch, New York"
181,1012,"John F. Kennedy Airport, New York"
182,1101,"Philadelphia, Pennsylvania"
183,1101,"Philadelphia, Pennsylvania"
184,1102,"Chester, Pennsylvania"
185,1102,"Chester, Pennsylvania"
186,1103,"Wilmington, Delaware"
187,1103,"Wilmington, Delaware"
188,1104,"Pittsburgh, Pennsylvania"
189,1104,"Pittsburgh, Pennsylvania"
190,1105,"Paulsboro, Pennsylvania"
191,1106,"WilkesBarre/Scranton, Pennsylvania"
192,1106,"Wilkes-Barre/Scranton, Pennsylvania"
193,1107,"Camden, New Jersey"
194,1108,"Philadelphia International Airport, Philadelphia, Pennsylvania"
195,1108,"Philadelphia International Airport, Philadelphia, Pennsylvania"
196,1109,"Harrisburg, Pennsylvania"
197,1109,"Harrisburg, Pennsylvania"
198,1110,"Cherry Hill, New Jersey"
199,1110,"Cherry Hill, New Jersey"
200,1119,"Allentown, Pennsylvania"
201,1119,"Allentown, Pennsylvania"
202,1181,"Allentown-Bethlehem, Philadelphia, Pennsylvania"
203,1182,"Atlantic City User Fee Airport, New Jersey"
204,1182,"Atlantic City User Fee Airport, New Jersey"
205,1183,"Trenton/Mercer Country User Fee Airport, New Jersey"
206,1183,"Trenton/Mercer County User Fee Airport, New Jersey"
207,1195,"UPS Courier Hub Facility, Pennsylvania"
208,1195,"UPS Courier Hub Facility, Philadelphia, Pennsylvania"
209,1301,"Annapolis, Maryland"
210,1301,"Annapolis, Maryland"
211,1302,"Cambridge, Maryland"
212,1302,"Cambridge, Maryland"
213,1303,"Baltimore, Maryland"
214,1303,"Baltimore, Maryland"
215,1304,"Crisfield, Maryland"
216,1304,"Crisfield, Maryland"
217,1305,"Baltimore-Washington International Airport, Maryland"
218,1305,"Baltimore-Washington International Airport, Baltimore, Maryland"
219,1307,"Dover, Delaware"
220,1401,"Norfolk, Virginia"
221,1401,"Norfolk, Virginia"
222,1402,"Newport News, Virginia"
223,1403,"Norfolk Subport, Norfolk, Virginia"
224,1404,"RichmondPetersburg, Virginia"
225,1404,"Richmond-Petersburg, Virginia"
226,1405,"Harrisonburg, Virginia"
227,1405,"Harrisonburg, Virginia"
228,1406,"Cape Charles, Virginia"
229,1407,"Reedville, Virginia"
230,1408,"Hopewell, Virginia"
231,1409,"Charleston, West Virginia"
232,1409,"Charleston, West Virginia"
233,1410,"Front Royal, Virginia"
234,1410,"Front Royal, Virginia"
235,1411,"Fraudulent Document Lab, Virginia"
236,1411,"Fraudulent Document Lab, McLean, Virginia"
237,1501,"Wilmington, North Carolina"
238,1502,"Winston-Salem, North Carolina"
239,1503,"Durham, North Carolina"
240,1511,"BeaufortMorehead City, North Carolina"
241,1511,"Beaufort-Morehead City, North Carolina"
242,1512,"Charlotte, North Carolina"
243,1512,"Charlotte, North Carolina"
244,1520,"Hamilton, ONT"
245,1520,"Hamilton, ONT"
246,1527,"Clarkson, ONT"
247,1527,"Clarkson, ONT"
248,1528,"Britt, ONT"
249,1528,"Britt, ONT"
250,1530,"Lakeview, ONT"
251,1530,"Mississauga, ONT"
252,1530,"Port Credit, ONT"
253,1530,"Lakeview, ONT/Mississauga, ONT/Port Credit, ONT"
254,1530,"Lakeview, ONT"
255,1530,"Mississauga, ONT"
256,1530,"Port Credit, ONT"
257,1530,"Lakeview, ONT/Mississauga, ONT/Port Credit, ONT"
258,1535,"Toronto, ONT"
259,1535,"Toronto, ONT"
260,1581,"Charlotte-Monroe User Fee Airport, Monroe, North Carolina"
261,1599,"Wilmington Cartage Cont, Wilmington, North Carolina"
262,1601,"Charleston, South Carolina"
263,1601,"Charleston, South Carolina"
264,1602,"Georgetown, South Carolina"
265,1602,"Georgetown, South Carolina"
266,1603,"GreenvilleSpartanburg, South Carolina"
267,1603,"Greenville-Spartanburg, South Carolina"
268,1604,"Columbia, South Carolina"
269,1608,"Greer, South Carolina"
270,1608,"Greer, South Carolina"
271,1652,"Picton, ONT"
272,1652,"Picton, ONT"
273,1653,"Bath, ONT"
274,1653,"Bath, ONT"
275,1670,"Kingston, ONT"
276,1670,"Kingston, ONT"
277,1681,"Myrtle Beach International Airport, Myrtle Beach, South Carolina"
278,1681,"Myrtle Beach International Airport, Myrtle Beach, South Carolina"
279,1690,"Saint Catharines, ONT"
280,1690,"St. Catharines, ONT"
281,1690,"Saint Catharines, ONT/St. Catharines, ONT"
282,1690,"Saint Catharines, ONT"
283,1690,"St. Catharines, ONT"
284,1690,"Saint Catharines, ONT/St. Catharines, ONT"
285,1694,"Brockville, ONT"
286,1694,"Brockville, ONT"
287,1696,"Morrisburg, ONT"
288,1696,"Morrisburg, ONT"
289,1697,"Rocky Point, ONT"
290,1697,"Rocky Point, ONT"
291,1700,"Port Johnstown, ONT"
292,1700,"Prescott, ONT"
293,1700,"Port Johnstown, ONT/Prescott, ONT"
294,1700,"Port Johnstown, ONT"
295,1700,"Prescott, ONT"
296,1700,"Port Johnstown, ONT/Prescott, ONT"
297,1701,"Brunswick, Georgia"
298,1701,"Brunswick, Georgia"
299,1703,"Savannah, Georgia"
300,1703,"Savannah, Georgia"
301,1704,"Atlanta, Georgia"
302,1704,"Atlanta, Georgia"
303,1705,"Cardinal, ONT"
304,1705,"Cardinal, ONT"
305,1705,"Albany, Georgia"
306,1705,"Albany, Georgia"
307,1706,"Dalton, Georgia"
308,1706,"Dalton, Georgia"
309,1709,"Hartsfield Airport, Atlanta, Georgia"
310,1709,"Hartsfield Airport, Atlanta, Georgia"
311,1755,"Port for Tracking, Savannah, Georgia"
312,1755,"Port for Tracking, Savannah, Georgia"
313,1758,"Olympics Security, Atlanta, Georgia"
314,1758,"Olympics Security, Atlanta, Georgia"
315,1759,"Atlanta-Olympics, Atlanta, Georgia"
316,1759,"Atlanta-Olympics, Atlanta, Georgia"
317,1781,"Cobb County International Airport, Kenshaw, Georgia"
318,1784,"Cornwall, ONT"
319,1784,"Cornwall, ONT"
320,1801,"Tampa, Florida"
321,1801,"Tampa, Florida"
322,1803,"Jacksonville, Florida"
323,1803,"Jacksonville, Florida"
324,1804,"Tallahassee, Florida"
325,1804,"Tallahassee, Florida"
326,1805,"Fernandina Beach, Florida"
327,1805,"Fernandina Beach, Florida"
328,1806,"Beauharnoi, QUE"
329,1806,"Beauharnoi, QUE"
330,1806,"Carrabelle, Florida"
331,1807,"Tracy, QUE"
332,1807,"Tracy, QUE"
333,1807,"Boca Grande, Florida"
334,1807,"Boca Grande, Florida"
335,1808,"Orlando, Florida"
336,1808,"Orlando, Florida"
337,1809,"Orlando-Sanford Airport, Sanford, Florida"
338,1809,"Orlando-Sanford Airport, Sanford, Florida"
339,1811,"Sarasota/Bradenton, Manatee, Florida"
340,1811,"Sarasota/Bradenton, Manatee, Florida"
341,1814,"St. Petersburg, Florida"
342,1814,"St. Petersburg, Florida"
343,1816,"Port Canaveral, Florida"
344,1816,"Port Canaveral, Florida"
345,1817,"Apalachicola, Florida"
346,1818,"Panama City, Florida"
347,1818,"Panama City, Florida"
348,1819,"Pensacola, Florida"
349,1819,"Pensacola, Florida"
350,1820,"Port St. Joe, Florida"
351,1820,"Port St. Joe, Florida"
352,1821,"Port Manatee, Florida"
353,1821,"Port Manatee, Florida"
354,1822,"Montreal, QUE"
355,1822,"Montreal, QUE"
356,1822,"Fort Myers, Florida"
357,1822,"Fort Myers, Florida"
358,1823,"Pointe aux Trembles, ONT"
359,1823,"Pointe aux Trembles, ONT"
360,1832,"Levis, QUE"
361,1832,"Levis, QUE"
362,1851,"Tampa Border Patrol, Tampa, Florida"
363,1851,"Tampa Border Patrol, Tampa, Florida"
364,1852,"Jacksonville Border Patrol, Jacksonville, Florida"
365,1852,"Jacksonville Border Patrol, Jacksonville, Florida"
366,1853,"Orlando Border Patrol, Orlando, Florida"
367,1853,"Orlando Border Patrol, Orlando, Florida"
368,1880,"Naples Municipal Airport, Naples, Florida"
369,1881,"Southwest Florida Fort, Myers, Florida"
370,1881,"Lakeland Linder Airport, Lakeland, Florida"
371,1882,"Sanford Regional Airport, Sanford, Florida"
372,1883,"Sarasota-Bradenton Airport, Sarasota, Florida"
373,1883,"Sarasota-Bradenton Airport, Sarasota, Florida"
374,1884,"Daytona Beach International Airport, Daytona Beach, Florida"
375,1884,"Daytona Beach International Airport, Daytona Beach, Florida"
376,1885,"Melbourne Regional Airport, Melbourne, Florida"
377,1885,"Melbourne Regional Airport, Melbourne, Florida"
378,1886,"Ocala Regional Airport, Ocala, Florida"
379,1887,"Leesburg Regional Airport, Leesburg, Florida"
380,1888,"Orlando Executive Airport, Orlando, Florida"
381,1889,"St. Augustine Airport (User Fee Airport), St Augustine, Florida"
382,1899,"Tampa Cartage Control, Tampa, Florida"
383,1901,"Mobile, Alabama"
384,1901,"Mobile, Alabama"
385,1902,"Gulfport, Mississippi"
386,1903,"Pascagoula, Mississippi"
387,1904,"Birmingham, Alabama"
388,1905,"Apalachicola, Florida"
389,1906,"Carrabelle, Florida"
390,1908,"Pensacola, Florida"
391,1909,"Port St. Joe, Florida"
392,1910,"Huntsville, Alabama"
393,1910,"Huntsville, Alabama"
394,1951,"Gulfport Border Patrol, Gulfport, Mississippi"
395,1951,"Gulfport Border Patrol, Gulfport, Mississippi"
396,1952,"Mobile Border Patrol, Mobile, Alabama"
397,1952,"Mobile Border Patrol, Mobile, Alabama"
398,2001,"Morgan City, Louisiana"
399,2001,"Morgan City, Louisiana"
400,2002,"New Orleans, Louisiana"
401,2002,"New Orleans, Louisiana"
402,2003,"Little Rock, Arkansas"
403,2003,"Little Rock, Arkansas"
404,2004,"Baton Rouge, Louisiana"
405,2004,"Baton Rouge, Louisiana"
406,2005,"Port Sulphur, Louisiana"
407,2006,"Memphis, Tennessee"
408,2006,"Memphis, Tennessee"
409,2007,"Nashville, Tennessee"
410,2007,"Nashville, Tennessee"
411,2008,"Chattanooga, Tennessee"
412,2008,"Chattanooga, Tennessee"
413,2009,"Destrehan, Louisiana"
414,2010,"Gramercy, Louisiana"
415,2010,"Gramercy, Louisiana"
416,2011,"Greenville, Mississippi"
417,2011,"Greenville, Mississippi"
418,2012,"Avondale, Louisiana"
419,2013,"St. Rose, Louisiana"
420,2014,"Good Hope, Louisiana"
421,2015,"Vicksburg, Mississippi (Include Jackson Municipal Airport)"
422,2015,"Vicksburg, Mississippi (Include Jackson Municipal Airport)"
423,2016,"Knoxville, Tennessee"
424,2016,"Knoxville, Tennessee"
425,2017,"Lake Charles, Louisiana"
426,2017,"Lake Charles, Louisiana"
427,2018,"ShreveportBossier City, Louisiana"
428,2018,"Shreveport-Bossier City, Louisiana"
429,2019,"Lake Charles, Louisiana"
430,2020,"Lake Charles, Louisiana"
431,2021,"Houma, Louisiana"
432,2021,"Houma, Louisiana"
433,2023,"Lafayette, Louisiana"
434,2023,"Lafayette, Louisiana"
435,2024,"Ft. Smith, Arkansas"
436,2024,"Ft. Smith, Arkansas"
437,2025,"Fayetteville, Arkansas"
438,2025,"Fayetteville, Arkansas"
439,2026,"Texarkana, Arkansas"
440,2026,"Texarkana, Arkansas"
441,2027,"Tri-City User Fee Airport, Blountville, Tennessee"
442,2027,"Tri-City Airport, Blountville, Tennessee"
443,2050,"Border Patrol Sector, New Orleans, Louisiana"
444,2050,"Border Patrol Sector HQ, New Orleans, Louisiana"
445,2051,"Lake Charles Border Patrol, Lake Charles, Louisiana"
446,2051,"Lake Charles Border Patrol, Lake Charles, Louisiana"
447,2052,"Baton Rouge Border Patrol, Baton Rouge, Louisiana"
448,2052,"Baton Rouge Border Patrol, Baton Rouge, Louisiana"
449,2053,"New Orleans Border Patrol, New Orleans, Louisiana"
450,2053,"New Orleans Border Patrol, New Orleans, Louisiana"
451,2054,"Little Rock Border Patrol, Little Rock, Arkansas"
452,2054,"Little Rock Border Patrol, Little Rock, Arkansas"
453,2081,"Jackson Airport, Jackson, Mississippi"
454,2081,"Jackson Airport, Jackson, Mississippi"
455,2083,"Arkansas Aesoplex, Blythville, Tennessee"
456,2084,"Rogers Municipal Airport/Carter, Rogers, Arkansas"
457,2084,"Rogers Municipal Airport, Rogers, Arkansas"
458,2095,"Federal Express Courier, Memphis, Tennessee"
459,2095,"Federal Express Courier, Memphis, Tennessee"
460,2097,"Nashville, Tennessee Cartage-Con, New Orleans, Louisiana"
461,2098,"Memphis, Tennessee Cartage-Control, New Orleans, Louisiana"
462,2099,"New Orleans Cartage-Control, New Orleans, Louisiana"
463,2101,"Port Arthur, Texas"
464,2101,"Port Arthur, Texas"
465,2102,"Sabine, Texas"
466,2102,"Sabine, Texas"
467,2103,"Orange, Texas"
468,2103,"Orange, Texas"
469,2104,"Beaumont, Texas"
470,2150,"Border Patrol Sector HQ, Yuma, Arizona"
471,2151,"Blythe California Border Patrol, Blythe, California"
472,2152,"Yuma Arizona Border Patrol, Yuma, Arizona"
473,2153,"Wellton Arizona Border Patrol, Wellton, Arizona"
474,2153,"Wellton Arizona Border Patrol, Wellton, Arizona"
475,2201,"Galveston, Texas"
476,2204,"Freeport, Texas"
477,2205,"Corpus Christi, Texas"
478,2208,"Port Lavaca, Texas"
479,2250,"Border Patrol Sector, Laredo, Texas"
480,2250,"Border Patrol Sector HQ, Laredo, Texas"
481,2251,"Laredo Del Mar Border Patrol, Laredo, Texas"
482,2251,"Laredo Del Mar Border Patrol, Laredo, Texas"
483,2252,"Cotulla Texas Border Patrol, Cotulla, Texas"
484,2252,"Cotulla Texas Border Patrol, Cotulla, Texas"
485,2253,"Hebbronville Texas Border Patrol, Hebbronville, Texas"
486,2253,"Hebbronville Texas Border Patrol, Hebbronville, Texas"
487,2254,"Laredo South Border Patrol, Laredo, Texas"
488,2254,"Laredo South Border Patrol, Laredo, Texas"
489,2255,"Dallas Border Patrol, Euless, Texas"
490,2255,"Dallas Border Patrol, Euless, Texas"
491,2256,"Freer Texas Border Patrol, Freer, Texas"
492,2256,"Freer Texas Border Patrol, Freer, Texas"
493,2257,"San Antonio Border Patrol, San Antonio, Texas"
494,2257,"San Antonio Border Patrol, San Antonio, Texas"
495,2258,"Zapata Texas Border Patrol, Zapata, Texas"
496,2258,"Zapata Texas Border Patrol, Zapata, Texas"
497,2259,"Laredo West Station, Laredo, Texas"
498,2301,"Brownsville, Texas"
499,2301,"Brownsville, Texas"
500,2302,"Del Rio, Texas"
501,2302,"Del Rio, Texas"
502,2303,"Eagle Pass, Texas"
503,2303,"Eagle Pass, Texas"
504,2304,"Laredo, Texas"
505,2304,"Laredo, Texas"
506,2305,"Hidalgo, Texas"
507,2305,"Hidalgo, Texas"
508,2307,"Rio Grande City, Texas"
509,2307,"Rio Grande City, Texas"
510,2308,"San Antonio, Texas"
511,2309,"Progresso, Texas"
512,2309,"Progreso, Texas"
513,2310,"Roma, Texas"
514,2310,"Roma, Texas"
515,2330,"Harlingen, Texas"
516,2330,"Harlingen, Texas"
517,2350,"Border Patrol Sector, Del Rio, Texas"
518,2350,"Border Patrol Sector HQ, Del Rio, Texas"
519,2351,"Comstock Border Patrol, Comstock, Texas"
520,2351,"Comstock Border Patrol, Comstock, Texas"
521,2352,"Carrizo Springs Border Patrol, Carrizo Springs, Texas"
522,2352,"Carrizo Springs Border Patrol, Carrizo Springs, Texas"
523,2353,"Del Rio Border Patrol, Del Rio, Texas"
524,2353,"Del Rio Border Patrol, Del Rio, Texas"
525,2354,"Eagle Pass Border Patrol, Eagle Pass, Texas"
526,2354,"Eagle Pass Border Patrol, Eagle Pass, Texas"
527,2355,"Brackettville Border Patrol, Brackettville, Texas"
528,2355,"Brackettville Border Patrol, Brackettville, Texas"
529,2356,"Uvalde Texas Border Patrol, Uvalde, Texas"
530,2356,"Uvalde Texas Border Patrol, Uvalde, Texas"
531,2357,"Rocksprings Border Patrol, Rocksprings, Texas"
532,2357,"Rocksprings Border Patrol, Rocksprings, Texas"
533,2358,"Llano Texas Border Patrol, Llano, Texas"
534,2358,"Llano Texas Border Patrol, Llano, Texas"
535,2359,"San Angelo Border Patrol, San Angelo, Texas"
536,2359,"San Angelo Border Patrol, San Angelo, Texas"
537,2360,"Abilene Texas Border Patrol, Abilene, Texas"
538,2360,"Abilene Texas Border Patrol, Abilene, Texas"
539,2361,"Border Patrol Sector HQ, McAllen, Texas"
540,2362,"Mercedes Border Patrol, Weslaco, Texas"
541,2363,"Falfurrias Border Patrol, Falfurrias, Texas"
542,2364,"Rio Grande City Border Patrol, Rio Grande City, Texas"
543,2365,"McAllen Border Patrol, McAllen, Texas"
544,2366,"Brownsville Border Patrol, Brownsville, Texas"
545,2367,"Harlingen Border Patrol, Harlingen, Texas"
546,2368,"Kingsville Border Patrol, Kingsville, Texas"
547,2369,"Fort Brown Border Patrol, Brownsville, Texas"
548,2370,"Corpus Christie Border Patrol, Corpus Christie, Texas"
549,2377,"Harlingen # Valley International, Harlingen, Texas"
550,2381,"Edinburg International Airport, Edinburg, Texas"
551,2382,"Midland International Airport, Midland, Texas"
552,2383,"Valley International User Fee Airport, Harlingen, Texas"
553,2393,"Brownsville-Cartage Control, Brownsville, Texas"
554,2393,"Brownsville-Cartage Control, Brownsville, Texas"
555,2394,"Del Rio-Cartage Control, Del Rio, Texas"
556,2395,"Eagle Pass-Cartage Control, Eagle Pass, Texas"
557,2396,"San Antonio-Cartage Control, San Antonio, Texas"
558,2396,"San Antonio-Cartage Control, San Antonio, Texas"
559,2397,"Roma-Cartage Control, Roma, Texas"
560,2397,"Roma-Cartage Control, Roma, Texas"
561,2398,"Hidalgo Cartage Control, Pharr, Texas"
562,2398,"Hidalgo Cartage Control, Pharr, Texas"
563,2399,"Laredo Cartage Control, Laredo, Texas"
564,2401,"El Paso District, El Paso, Texas"
565,2401,Area Port of Ysleta
566,2402,"El Paso, Texas"
567,2402,"El Paso, Texas"
568,2403,"Presidio, Texas"
569,2403,"Presidio, Texas"
570,2404,"Fabens, Texas"
571,2404,"Tornillo, Texas"
572,2406,"Columbus, New Mexico"
573,2407,"Albuquerque, New Mexico"
574,2408,"Santa Teresa, New Mexico"
575,2409,"Fort Hancock, Texas"
576,2410,"Boquillas, Texas"
577,2420,"Deming, New Mexico"
578,2421,"Las Cruces, New Mexico"
579,2422,"Alamogordo, New Mexico"
580,2423,"Carlsbad, New Mexico"
581,2423,"Carlsbad, New Mexico"
582,2424,"Alpine, Texas"
583,2424,"Alpine, Texas"
584,2425,"Midland, Texas"
585,2425,"Midland, Texas"
586,2426,"Van Horn, Texas"
587,2426,"Van Horn, Texas"
588,2427,"Marfa, Texas"
589,2427,"Marfa, Texas"
590,2450,"Border Patrol Sector, El Paso, Texas"
591,2450,"Border Patrol Sector HQ, El Paso, Texas"
592,2451,"Lordsburg New Mexico Border Patrol, Lordsburg, New Mexico"
593,2451,"Lordsburg New Mexico Border Patrol, Lordsburg, New Mexico"
594,2452,"Truth or Cons Border Patrol, Truth or Cons, New Mexico"
595,2452,"Truth or Cons Border Patrol, Truth or Cons, New Mexico"
596,2453,"Las Cruces Border Patrol, Las Cruces, New Mexico"
597,2453,"Las Cruces Border Patrol, Las Cruces, New Mexico"
598,2454,"El Paso Border Patrol, El Paso, Texas"
599,2454,"El Paso Border Patrol, El Paso, Texas"
600,2455,"Fabens Texas Border Patrol, Fabens, Texas"
601,2455,"Fabens Texas Border Patrol, Fabens, Texas"
602,2456,"Alamogordo Border Patrol, Alamogordo, New Mexico"
603,2456,"Alamogordo Border Patrol, Alamogordo, New Mexico"
604,2457,"Fort Hancock Texas Border Patrol, Fort Hancock, Texas"
605,2457,"Fort Hancock Texas Border Patrol, Fort Hancock, Texas"
606,2458,"Carlsbad New Mexico Border Patrol, Carlsbad, New Mexico"
607,2458,"Carlsbad New Mexico Border Patrol, Carlsbad, New Mexico"
608,2459,"Deming New Mexico Border Patrol, Deming, New Mexico"
609,2459,"Deming New Mexico Border Patrol, Deming, New Mexico"
610,2460,"Silver City New Mexico Border Patrol, Silver City, New Mexico"
611,2460,"Silver City New Mexico Border Patrol, Silver City, New Mexico"
612,2461,"Ysleta Border Patrol, El Paso, Texas"
613,2461,"Ysleta Border Patrol, El Paso, Texas"
614,2462,"Albuquerque Border Patrol, Albuquerque, New Mexico"
615,2462,"Albuquerque Border Patrol, Albuquerque, New Mexico"
616,2463,"Santa Teresa Border Patrol, Santa Teresa, New Mexico"
617,2463,"Santa Teresa Border Patrol, Santa Teresa, New Mexico"
618,2479,"El Paso International Airport, Texas"
619,2481,"Santa Teresa Airport, Santa Teresa, New Mexico"
620,2481,"Santa Teresa Airport, Santa Teresa, New Mexico"
621,2482,"Roswell Industrial Airport, Roswell, New Mexico"
622,2482,"Roswell Industrial Airport, Roswell, New Mexico"
623,2499,"El Paso Cartage Control, El Paso, Texas"
